UNIQUE_IDENTIFICATION_NUMBER_OF_THE_INSTITUTION,"Percent of Bachelor Degrees Awarded in Science, Technology, Engineering, and Math",Percent of Bachelor Degrees Awarded in Arts and Humanities,Percent of Bachelor Degrees Awarded in Education,Percent of Bachelor Degrees Awarded in Social Sciences,Percent of Bachelor Degrees Awarded in Health Sciences,Percent of Bachelor Degrees Awarded in Business,Percent of American Indian or Alaska Native Undergraduates,Percent of Two or More Races Undergraduates,Percent of Asian Undergraduates,Percent of Black or African American Undergraduates,Percent of Latino Undergraduates,Percent of Native Hawaiian or Other Pacific Islander Undergraduates,Percent of White Undergraduates,Percent of Women Undergraduates,Percent of Men Undergraduates,Percent of Nonresident Undergraduates,Percent of Undergraduates Race-Ethnicity Unknown,Percent of Undergraduates Age 25 to 64,"Percent of Full-time, First-time Degree-Seeking Undergraduates","Percent of First-Time, Full-Time International Undergraduates",Total Enrollment,Total Percent of Men Admitted,Total Percent of Women Admitted,Average Cost of Attendance Out-of-State,Average Cost of Attendance In-State,"Percent Full-time, First-time, Pell Grant Recipients Receiving an Award - 6 Years","First-Time, Full-Time Retention Rate","Out-of-State Average Tuition for First-Time, Full-Time Undergraduates","Average In-State Tuition for First-Time, Full-Time Undergraduates","Average Amount of Loans Awarded to First-Time, Full-Time Undergraduates","Average Amount of Federal Grant Aid Awarded to First-Time, Full-Time Undergraduates","Average Amount of Institutional Grant Aid Awarded to First-Time, Full-Time Undergraduates","Average Amount of Federal, State, Local, or Institutional Grant Aid Awarded","Percent of First-Time, Full-Time Undergraduates Awarded Federal, State, Local or Institutional Grant Aid","Percent of First-Time, Full-Time Undergraduates Awarded Pell Grants","Average Net Price After Grants, 2020-21","Average Net Price for Low-Income Students, 2020-21","Average Net Price After Grants- Students Awarded a Grant or Scholarship, 2020-21","Number Awarded a Grant or Scholarship - Low-Income Students In-State, 2020-21","Number Awarded a Grant or Scholarship - Low-Income Students, 2020-21","Average Net Price After Grants - Low-Income Students Awarded Financial Aid, 2020-21",Cohort Default Rate,Median Debt for Dependent Students,Median Debt of Completers,Median Debt for Independent Students
204422,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,3.0,0.0,87.0,61.0,39.0,,,21.0,9.0,,2582.0,,,15636.0,11397.0,19.0,90.0,10176.0,5088.0,2684.0,2769.0,3332.0,4505.0,93.0,47.0,4081.0,3389.0,,63.0,,3389.0,0.097,3500.0,9000.0,4875.0
204477,,,,,,,,,,,,,,,,0.0,4.0,,,,1011.0,,,,,,,,,,,,,,,,,,,,,0.0,,,
204796,0.152659,0.000694,0.029838,0.087518,0.103131,0.179807,0.0,4.0,9.0,8.0,5.0,0.0,64.0,50.0,50.0,17.0,4.0,6.0,18.0,8.0,61677.0,55.0,59.0,47957.666667,24874.666667,78.0,94.0,34101.0,11018.0,7792.0,3774.0,10023.0,11830.0,72.0,17.0,19474.0,7759.0,,512.0,,7759.0,0.036,14656.0,20500.0,15750.0
204866,,,,,,,0.0,4.0,1.0,4.0,2.0,0.0,85.0,71.0,29.0,,,18.0,6.0,0.0,2184.0,,,17561.0,14569.0,19.0,57.0,8766.0,5774.0,3696.0,4491.0,2148.0,4668.0,99.0,44.0,8079.0,6598.0,,30.0,,6598.0,0.051,16250.0,20629.0,12500.0
204981,,,,,,,1.0,2.0,1.0,46.0,2.0,1.0,44.0,75.0,25.0,,,70.0,4.0,,156.0,,,,,,75.0,,,8207.0,6345.0,,6345.0,89.0,89.0,22613.0,22444.0,,7.0,,22444.0,0.082,7644.0,12964.0,12964.0
205090,,,,,,,0.0,5.0,1.0,7.0,4.0,1.0,81.0,95.0,5.0,,,38.0,0.0,,74.0,,,,,,,6138.0,6138.0,,,,,,,,,,,,,0.064,,11500.0,
206011,,,,,,,0.0,0.0,0.0,9.0,2.0,0.0,73.0,46.0,54.0,,,29.0,8.0,0.0,2015.0,,,22611.666667,18171.666667,20.0,64.0,8800.0,4440.0,3060.0,4695.0,3241.0,4605.0,76.0,49.0,12320.0,10921.0,,46.0,,10921.0,0.122,5500.0,18625.0,9500.0
206154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,26.0,4.0,0.0,61.0,26.0,74.0,0.0,0.0,74.0,4.0,,24.0,,,21848.0,21848.0,50.0,,8400.0,8400.0,,,,,,,,,,,,,0.057,,,
206349,0.033019,0.009434,0.004717,0.009434,0.636792,0.117925,0.0,7.0,3.0,26.0,1.0,0.0,57.0,93.0,7.0,1.0,3.0,27.0,18.0,,1079.0,69.0,83.0,46446.666667,46446.666667,55.0,72.0,35310.0,35310.0,5992.0,5505.0,25310.0,29171.0,100.0,49.0,16353.0,13391.0,16353.0,,20.0,13391.0,0.029,19423.0,25000.0,23090.0
206862,0.042553,0.092199,0.042553,0.01182,0.148936,0.423168,4.0,7.0,2.0,16.0,16.0,0.0,53.0,56.0,44.0,1.0,0.0,35.0,19.0,2.0,2159.0,,,38533.333333,38533.333333,40.0,66.0,26040.0,26040.0,6322.0,5348.0,14717.0,19048.0,99.0,49.0,20535.0,15778.0,20535.0,,50.0,15778.0,0.042,14000.0,21875.0,18750.0
207315,,,,,,,,,,,,,,,,1.0,0.0,,,,1303.0,,,,,,,,,,,,,,,,,,,,,0.016,,,
207500,0.117524,0.069389,0.035216,0.068973,0.01667,0.217754,3.0,9.0,7.0,5.0,12.0,0.0,59.0,51.0,49.0,11.0,2.0,8.0,18.0,,28042.0,83.0,86.0,43197.0,27393.0,54.0,89.0,20724.0,4920.0,8894.0,6630.0,7787.0,10298.0,100.0,23.0,22022.0,14875.0,,345.0,,14875.0,0.033,15000.0,20718.0,18000.0
209490,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,6.0,3.0,19.0,1.0,62.0,81.0,19.0,3.0,1.0,63.0,0.0,,2984.0,,,,,,,27036.0,14760.0,,,,,,,,,,,,,0.001,15500.0,16625.0,16625.0
209612,0.129841,0.0,0.120729,0.050114,0.173121,0.066059,0.0,12.0,12.0,2.0,17.0,2.0,47.0,62.0,38.0,6.0,21.0,9.0,21.0,1.0,3751.0,90.0,92.0,60693.333333,60693.333333,60.0,80.0,48928.0,48928.0,7698.0,6392.0,29251.0,31162.0,96.0,26.0,33523.0,24132.0,33523.0,,37.0,24132.0,0.017,19664.0,25000.0,12500.0
209676,,,,,,,2.0,3.0,0.0,1.0,14.0,0.0,78.0,84.0,16.0,,,36.0,79.0,,92.0,,,,,,81.0,,,6604.0,4084.0,133.0,4605.0,71.0,56.0,8352.0,7187.0,8352.0,,14.0,7187.0,0.037,5011.0,7435.0,7126.0
209694,,,,,,,0.0,7.0,0.0,7.0,36.0,0.0,48.0,83.0,17.0,,,29.0,76.0,,42.0,,,,,,80.0,,,6306.0,5645.0,167.0,5926.0,77.0,75.0,8183.0,8008.0,8183.0,,7.0,8008.0,0.083,,8780.0,
209719,,,,,,,2.0,0.0,2.0,6.0,25.0,0.0,65.0,100.0,0.0,,,41.0,87.0,,63.0,,,,,,77.0,,,5500.0,6345.0,,6345.0,63.0,63.0,12822.0,13568.0,12822.0,,27.0,13568.0,0.181,6978.0,12000.0,9500.0
210368,,,,,,,,,,,,,,,,0.0,5.0,,,,835.0,,,,,,,,,,,,,,,,,,,,,0.0,,,
210605,,,,,,,0.0,4.0,4.0,14.0,3.0,0.0,61.0,53.0,47.0,,,43.0,11.0,0.0,11977.0,,,21618.0,18078.0,20.0,59.0,10620.0,7080.0,5353.0,3192.0,,3492.0,86.0,40.0,8297.0,7339.0,,359.0,,7339.0,0.111,5500.0,13000.0,9500.0
210748,,,,,,,0.0,1.0,0.0,7.0,0.0,0.0,84.0,99.0,1.0,,,37.0,13.0,,92.0,,,,,,90.0,,,6096.0,5395.0,,5395.0,15.0,15.0,20751.0,19801.0,20751.0,,1.0,19801.0,0.113,2750.0,4750.0,4750.0
210775,0.036554,0.005222,0.028721,0.013055,0.506527,0.164491,0.0,3.0,2.0,11.0,14.0,0.0,63.0,66.0,34.0,2.0,5.0,19.0,20.0,3.0,2536.0,49.0,67.0,49906.666667,49906.666667,60.0,73.0,37780.0,37780.0,8527.0,3391.0,22167.0,26065.0,95.0,41.0,24917.0,18505.0,24917.0,,74.0,18505.0,0.056,19450.0,27000.0,24539.0
211556,0.193431,0.0,0.029197,0.072993,0.109489,0.124088,0.0,1.0,3.0,5.0,4.0,0.0,68.0,74.0,26.0,3.0,6.0,15.0,25.0,2.0,2439.0,63.0,77.0,53027.666667,53027.666667,62.0,79.0,39443.0,39443.0,8978.0,5525.0,23018.0,27300.0,100.0,33.0,27225.0,21082.0,27225.0,,40.0,21082.0,0.034,16500.0,22250.0,17446.0
212106,0.090102,0.000683,0.079863,0.055973,0.313311,0.213652,0.0,3.0,4.0,5.0,4.0,0.0,81.0,64.0,36.0,10.0,1.0,3.0,24.0,1.0,8300.0,84.0,84.0,57055.333333,57055.333333,73.0,84.0,43526.0,43526.0,11390.0,5629.0,22333.0,24056.0,100.0,18.0,34505.0,25652.0,34505.0,,90.0,25652.0,0.023,24250.0,26988.0,12500.0
212267,,,,,,,0.0,3.0,0.0,15.0,22.0,1.0,33.0,99.0,1.0,,,37.0,49.0,0.0,73.0,,,,,,73.0,,,8248.0,5399.0,1000.0,5514.0,53.0,53.0,16408.0,15951.0,16408.0,,19.0,15951.0,0.114,7667.0,11667.0,9500.0
212577,0.126689,0.0,0.0,0.201014,0.045608,0.096284,0.0,3.0,4.0,6.0,10.0,0.0,56.0,56.0,44.0,,,0.0,24.0,,2145.0,36.0,39.0,76506.0,76506.0,84.0,91.0,63216.0,63216.0,6992.0,5656.0,47175.0,50026.0,62.0,25.0,26316.0,14608.0,26316.0,,56.0,14608.0,0.018,,19500.0,
212832,0.015905,0.0,0.05169,0.0,0.671968,0.11332,0.0,2.0,5.0,15.0,5.0,0.0,53.0,72.0,28.0,0.0,7.0,24.0,10.0,,2521.0,86.0,92.0,51570.0,51570.0,57.0,80.0,36192.0,36192.0,9877.0,4782.0,19432.0,22811.0,99.0,34.0,25843.0,18621.0,25843.0,,19.0,18621.0,0.036,18687.0,25000.0,25000.0
212911,0.171779,0.0,0.0,0.263804,0.0,0.0,0.0,7.0,11.0,6.0,12.0,0.0,52.0,54.0,46.0,,,0.0,29.0,,1420.0,17.0,19.0,75803.333333,75803.333333,91.0,94.0,60442.0,60442.0,8954.0,6722.0,51212.0,53518.0,45.0,16.0,24462.0,6923.0,24462.0,,24.0,6923.0,0.0,,13177.0,
213251,0.200743,0.007435,0.096654,0.063197,0.003717,0.089219,0.0,3.0,3.0,4.0,7.0,0.0,71.0,55.0,45.0,0.0,21.0,1.0,26.0,,1290.0,69.0,79.0,62692.666667,62692.666667,75.0,83.0,50100.0,50100.0,9388.0,3598.0,35130.0,37275.0,100.0,24.0,26493.0,17855.0,26493.0,,29.0,17855.0,0.018,,27000.0,
213473,,,,,,,0.0,0.0,5.0,37.0,11.0,0.0,47.0,83.0,17.0,,,65.0,28.0,,131.0,,,28150.0,28150.0,69.0,83.0,11850.0,11850.0,10433.0,6623.0,,8503.0,74.0,65.0,23540.0,26701.0,23540.0,,10.0,26701.0,0.154,13325.0,13882.0,9635.0
213622,,,,,,,0.0,5.0,2.0,8.0,1.0,0.0,76.0,88.0,12.0,,,63.0,5.0,,114.0,100.0,62.0,30199.0,30199.0,,75.0,14190.0,14190.0,6928.0,2272.0,,5377.0,50.0,50.0,24817.0,,24817.0,,0.0,,0.0,8750.0,19446.0,19656.0
213932,,,,,,,0.0,9.0,5.0,23.0,6.0,0.0,56.0,86.0,14.0,,,67.0,0.0,,141.0,,,,,,,12292.0,12292.0,,,,,,,,,,,,,0.013,12000.0,20000.0,20000.0
214148,0.0,0.0,0.022472,0.0,0.0,0.0,1.0,8.0,5.0,16.0,6.0,1.0,56.0,100.0,0.0,0.0,4.0,6.0,28.0,1.0,382.0,,58.0,61013.666667,61013.666667,62.0,73.0,44620.0,44620.0,10390.0,4639.0,21965.0,26113.0,100.0,48.0,38354.0,62129.0,38354.0,,12.0,62129.0,0.075,20000.0,27000.0,21250.0
214175,0.113244,0.0,0.0,0.084453,0.013436,0.232246,0.0,3.0,3.0,4.0,10.0,0.0,73.0,60.0,40.0,0.0,14.0,3.0,22.0,,2095.0,64.0,71.0,67686.666667,67686.666667,89.0,92.0,55830.0,55830.0,7951.0,4929.0,33843.0,37483.0,97.0,20.0,30920.0,12756.0,30920.0,,44.0,12756.0,0.019,23750.0,25987.0,19853.0
214883,0.145161,0.129032,0.0,0.0,0.172043,0.376344,1.0,1.0,2.0,55.0,11.0,0.0,20.0,73.0,27.0,3.0,3.0,88.0,0.0,,875.0,,,21448.0,21448.0,26.0,100.0,14400.0,14400.0,11260.0,4538.0,,4796.0,100.0,100.0,13714.0,12822.0,13714.0,,3.0,12822.0,0.092,14250.0,33014.0,21328.0
215053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,14.0,2.0,0.0,63.0,71.0,29.0,,,5.0,17.0,,228.0,43.0,54.0,38858.666667,38858.666667,55.0,75.0,26750.0,26750.0,12523.0,3925.0,6092.0,11808.0,100.0,53.0,26452.0,21326.0,26452.0,,18.0,21326.0,0.03,,27000.0,
215239,,,,,,,0.0,4.0,10.0,41.0,16.0,0.0,23.0,68.0,32.0,,,41.0,9.0,7.0,11647.0,,,28090.0,24034.0,20.0,58.0,11448.0,7632.0,3585.0,5984.0,1508.0,6461.0,73.0,68.0,12612.0,12852.0,,522.0,,12852.0,0.142,5250.0,11338.0,7000.0
215424,,,,,,,,,,,,,,,,6.0,1.0,,,,240.0,,,,,,,,,,,,,,,,,,,,,0.09,,,
215637,0.0,0.0,0.0,0.0,0.0,0.153846,0.0,7.0,4.0,28.0,10.0,0.0,50.0,60.0,40.0,,,18.0,40.0,,245.0,88.0,72.0,36601.0,36601.0,87.0,95.0,19650.0,19650.0,7831.0,3048.0,2106.0,4755.0,77.0,74.0,30902.0,26645.0,30902.0,,13.0,26645.0,0.118,12000.0,20000.0,9500.0
216010,0.053706,0.004296,0.09667,0.051557,0.0,0.307197,0.0,5.0,2.0,14.0,7.0,0.0,71.0,53.0,47.0,3.0,1.0,6.0,20.0,2.0,5667.0,92.0,94.0,26021.333333,25293.333333,53.0,68.0,10048.0,9570.0,9121.0,5417.0,3478.0,7330.0,82.0,37.0,21077.0,17801.0,,215.0,,17801.0,0.048,18000.0,25000.0,15000.0
216630,,,,,,,0.0,0.0,0.0,0.0,3.0,0.0,97.0,88.0,12.0,,,42.0,0.0,,33.0,,,,,,,11223.0,11223.0,,,,,,,,,,,,,0.0,8500.0,12000.0,15248.0
216782,,,,,,,1.0,5.0,1.0,40.0,1.0,0.0,50.0,95.0,5.0,,,40.0,30.0,,284.0,,,27194.5,27194.5,47.0,92.0,15612.0,15612.0,7708.0,4240.0,2417.0,4625.0,85.0,79.0,15631.0,15631.0,15631.0,,33.0,15631.0,0.217,10065.0,14844.0,12864.0
217040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,100.0,0.0,0.0,0.0,44.0,,38.0,86.0,,17500.0,17500.0,67.0,78.0,9800.0,9800.0,,7038.0,7366.0,11984.0,100.0,44.0,6004.0,4375.0,6004.0,,1.0,4375.0,0.0,,,
217633,0.051437,0.009077,0.181543,0.007564,0.18003,0.184569,0.0,3.0,1.0,5.0,5.0,0.0,83.0,68.0,32.0,1.0,2.0,8.0,25.0,1.0,4008.0,50.0,50.0,44133.333333,44133.333333,56.0,85.0,27480.0,27480.0,7985.0,4756.0,16730.0,23514.0,100.0,21.0,21643.0,16209.0,21643.0,,43.0,16209.0,0.045,20000.0,27000.0,23755.0
217873,0.105882,0.0,0.058824,0.037647,0.110588,0.145882,1.0,0.0,1.0,93.0,1.0,0.0,2.0,71.0,29.0,5.0,0.0,15.0,17.0,1.0,1866.0,64.0,62.0,33856.0,33856.0,48.0,71.0,16476.0,16476.0,6463.0,5933.0,5565.0,13431.0,97.0,81.0,19308.0,19180.0,19308.0,,438.0,19180.0,0.073,20500.0,30000.0,18875.0
217891,0.0,0.0,0.0,0.0,0.0,0.909091,0.0,1.0,1.0,95.0,0.0,1.0,1.0,56.0,44.0,,,43.0,22.0,,153.0,,,19625.333333,19625.333333,18.0,41.0,9920.0,9920.0,2739.0,5114.0,2000.0,5387.0,100.0,100.0,8070.0,7939.0,8070.0,,14.0,7939.0,0.273,9500.0,24637.0,14250.0
218335,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,12.0,6.0,0.0,75.0,91.0,9.0,2.0,2.0,43.0,0.0,,3240.0,,,,,,,28184.0,15622.0,,,,,,,,,,,,,0.011,9300.0,15072.0,15625.0
218353,,,,,,,0.0,6.0,2.0,34.0,7.0,0.0,45.0,63.0,37.0,,,33.0,15.0,0.0,8702.0,,,24288.0,16392.0,18.0,49.0,13536.0,5640.0,4823.0,2588.0,768.0,5874.0,97.0,46.0,6146.0,4394.0,,394.0,,4394.0,0.1,5500.0,11729.0,8250.0
218830,,,,,,,0.0,5.0,3.0,25.0,10.0,0.0,55.0,62.0,38.0,,,35.0,14.0,1.0,6097.0,,,20200.0,16408.0,25.0,66.0,9672.0,5880.0,3428.0,5006.0,638.0,8899.0,98.0,52.0,4195.0,1690.0,,126.0,,1690.0,0.121,3550.0,6219.0,6374.0
218991,,,,,,,1.0,7.0,2.0,22.0,9.0,0.0,58.0,61.0,39.0,,,28.0,16.0,0.0,3835.0,,,23074.0,18130.0,22.0,57.0,9720.0,4776.0,3763.0,3897.0,,7424.0,97.0,47.0,6915.0,4189.0,,169.0,,4189.0,0.129,4000.0,7622.0,6500.0
219259,0.055794,0.021459,0.287554,0.030043,0.004292,0.27897,2.0,3.0,2.0,2.0,4.0,0.0,84.0,59.0,41.0,1.0,0.0,8.0,11.0,2.0,3340.0,78.0,81.0,23547.0,20445.0,35.0,68.0,10718.0,7616.0,6165.0,4529.0,3747.0,5662.0,89.0,30.0,16821.0,12686.0,,40.0,,12686.0,0.047,15750.0,21750.0,13650.0
219277,0.064516,0.0,0.096774,0.016129,0.0,0.370968,95.0,1.0,0.0,0.0,0.0,0.0,3.0,71.0,29.0,0.0,0.0,67.0,5.0,,1451.0,,,13134.0,13134.0,10.0,60.0,2016.0,2016.0,,10407.0,1758.0,13173.0,98.0,79.0,3774.0,2523.0,,25.0,,2523.0,,,,
219480,,,,,,,8.0,4.0,2.0,1.0,5.0,1.0,78.0,59.0,41.0,,,28.0,12.0,0.0,1292.0,,,18482.0,18482.0,30.0,67.0,3472.0,3472.0,7053.0,3742.0,1632.0,4968.0,94.0,56.0,13934.0,11988.0,,55.0,,11988.0,0.12,7759.0,13375.0,9500.0
219851,,,,,,,1.0,2.0,0.0,42.0,11.0,1.0,44.0,98.0,2.0,,,42.0,28.0,,120.0,,,,,,100.0,,,8164.0,6581.0,,6581.0,88.0,88.0,11508.0,9755.0,11508.0,,10.0,9755.0,,4584.0,7917.0,7917.0
220002,0.0,0.0,0.0,0.0,0.5,0.5,0.0,6.0,0.0,50.0,2.0,0.0,27.0,94.0,6.0,,,72.0,21.0,,48.0,,,31573.0,31573.0,42.0,100.0,22348.0,22348.0,6474.0,4972.0,1106.0,6051.0,53.0,47.0,26391.0,26382.0,26391.0,,23.0,26382.0,0.197,8779.0,16666.0,9500.0
220552,0.0,0.0,0.00274,0.0,0.893151,0.065753,1.0,4.0,2.0,31.0,2.0,0.0,55.0,86.0,14.0,2.0,1.0,61.0,11.0,,5796.0,,,31327.5,31327.5,31.0,64.0,16450.0,16450.0,8236.0,4996.0,9931.0,14784.0,95.0,68.0,12271.0,15243.0,12271.0,,116.0,15243.0,0.121,7500.0,19000.0,8000.0
220853,,,,,,,0.0,4.0,5.0,54.0,4.0,0.0,30.0,37.0,63.0,,,32.0,11.0,,1118.0,,,,,,50.0,,,,4849.0,1064.0,4739.0,96.0,70.0,11075.0,10798.0,,11.0,,10798.0,,,,
221050,,,,,,,0.0,3.0,1.0,2.0,6.0,0.0,87.0,24.0,76.0,,,25.0,15.0,0.0,787.0,,,,,,78.0,,,,4192.0,344.0,5714.0,97.0,66.0,10950.0,10926.0,,21.0,,10926.0,,,,
221333,,,,,,,0.0,4.0,1.0,6.0,3.0,0.0,83.0,24.0,76.0,,,14.0,9.0,0.0,561.0,,,,,,82.0,,,,2926.0,1070.0,4921.0,100.0,55.0,10514.0,9659.0,,8.0,,9659.0,,,,
221351,0.196262,0.0,0.023364,0.182243,0.018692,0.147196,0.0,5.0,7.0,9.0,6.0,0.0,64.0,59.0,41.0,0.0,57.0,1.0,29.0,,2073.0,40.0,75.0,62536.333333,62536.333333,69.0,94.0,50600.0,50600.0,5914.0,6317.0,33331.0,35607.0,97.0,16.0,30525.0,14649.0,30525.0,,30.0,14649.0,0.031,,22905.0,
221670,,,,,,,,,,,,,,,,1.0,0.0,,,,537.0,,,,,,,,,,,,,,,,,,,,,0.0,,,
222983,0.094262,0.0,0.0,0.127049,0.086066,0.196721,1.0,3.0,14.0,7.0,25.0,0.0,49.0,53.0,47.0,0.0,6.0,1.0,23.0,,1228.0,41.0,44.0,53629.0,53629.0,66.0,76.0,43340.0,43340.0,8820.0,2472.0,28725.0,32430.0,100.0,32.0,24398.0,19418.0,24398.0,,51.0,19418.0,0.064,,24170.0,
223223,,,,,,,,,,,,,,,,13.0,0.0,,,,1596.0,,,,,,,,,,,,,,,,,,,,,0.0,,,
223320,,,,,,,0.0,0.0,1.0,2.0,76.0,0.0,19.0,63.0,37.0,,,18.0,4.0,,3927.0,,,13736.0,13286.0,30.0,55.0,4410.0,3960.0,4767.0,6365.0,1151.0,7354.0,96.0,79.0,3917.0,2161.0,,127.0,,2161.0,0.101,5500.0,,9500.0
224271,,,,,,,1.0,2.0,0.0,33.0,7.0,0.0,53.0,74.0,26.0,,,74.0,22.0,,595.0,,,20324.5,20324.5,52.0,77.0,11970.0,11970.0,7103.0,4644.0,,4697.0,75.0,74.0,17418.0,17731.0,17418.0,,62.0,17731.0,0.216,4115.0,12272.0,9948.0
224776,0.166667,0.0,0.0,0.0,0.0,0.055556,0.0,3.0,2.0,28.0,25.0,1.0,33.0,54.0,46.0,100.0,0.0,48.0,7.0,,331.0,,,37384.5,37384.5,16.0,35.0,19260.0,19260.0,8902.0,5803.0,2566.0,5440.0,71.0,43.0,34135.0,31938.0,34135.0,,25.0,31938.0,0.153,15556.0,29453.0,13000.0
225423,,,,,,,0.0,2.0,10.0,27.0,37.0,0.0,12.0,61.0,39.0,,,39.0,8.0,,46780.0,,,17625.0,16509.0,24.0,63.0,3624.0,2904.0,5657.0,5516.0,1684.0,5815.0,64.0,57.0,6108.0,6068.0,,1140.0,,6068.0,0.127,5500.0,14250.0,9500.0
226408,,,,,,,1.0,3.0,3.0,14.0,35.0,0.0,42.0,62.0,38.0,,,26.0,10.0,0.0,4133.0,,,11228.0,10328.0,31.0,,3450.0,2550.0,3137.0,5881.0,1112.0,5227.0,60.0,38.0,3685.0,2403.0,,136.0,,2403.0,0.104,3500.0,5750.0,5469.0
226587,0.070175,0.0,0.166667,0.122807,0.035088,0.171053,1.0,2.0,1.0,17.0,33.0,0.0,44.0,49.0,51.0,0.0,0.0,18.0,26.0,0.0,1145.0,79.0,78.0,39195.333333,39195.333333,33.0,66.0,29100.0,29100.0,6674.0,4940.0,15823.0,21278.0,99.0,54.0,22098.0,17377.0,22098.0,,70.0,17377.0,0.117,15750.0,27000.0,18911.0
226860,,,,,,,0.0,0.0,0.0,4.0,46.0,0.0,50.0,96.0,4.0,,,34.0,45.0,,56.0,,,,,,93.0,,,,3575.0,,3575.0,75.0,56.0,20625.0,20288.0,20625.0,,9.0,20288.0,,,,
227289,,,,,,,,,,,,,,,,27.0,0.0,,,,184.0,,,,,,,,,,,,,,,,,,,,,0.0,,,
227313,,,,,,,1.0,4.0,1.0,52.0,26.0,0.0,14.0,99.0,1.0,,,51.0,24.0,,284.0,,,,,,80.0,,,6387.0,6076.0,1864.0,6387.0,82.0,82.0,20025.0,19908.0,20025.0,,52.0,19908.0,0.159,4796.0,7917.0,7917.0
227322,,,,,,,0.0,2.0,1.0,21.0,31.0,0.0,41.0,98.0,2.0,,,47.0,31.0,,338.0,,,,,,81.0,,,5959.0,3869.0,2207.0,4202.0,78.0,78.0,19855.0,19444.0,19855.0,,94.0,19444.0,0.143,5500.0,7917.0,7843.0
227881,0.031983,0.014266,0.072941,0.022549,0.117119,0.176254,1.0,3.0,2.0,17.0,26.0,0.0,48.0,64.0,36.0,3.0,1.0,16.0,15.0,1.0,21612.0,95.0,97.0,30935.333333,21143.333333,50.0,73.0,15648.0,5856.0,5728.0,5702.0,4393.0,9492.0,70.0,42.0,14287.0,11499.0,,597.0,,11499.0,0.062,15375.0,22020.0,19755.0
228635,,,,,,,,,,,,,,,,23.0,7.0,,,,2308.0,,,,,,,,,,,,,,,,,,,,,0.003,,,
228778,0.122262,0.025774,0.0,0.091106,0.057213,0.110838,0.0,4.0,24.0,4.0,27.0,0.0,35.0,57.0,43.0,26.0,3.0,2.0,22.0,4.0,51991.0,25.0,32.0,54776.0,25532.0,79.0,96.0,40996.0,11752.0,5764.0,5826.0,5448.0,12725.0,51.0,29.0,16589.0,11559.0,,1153.0,,11559.0,0.023,18386.0,20250.0,22050.0
228802,0.104404,0.0,0.0,0.014349,0.330035,0.154379,0.0,4.0,5.0,10.0,25.0,0.0,51.0,61.0,39.0,3.0,1.0,25.0,15.0,2.0,9687.0,92.0,95.0,36941.666667,21395.666667,38.0,62.0,21570.0,7020.0,5892.0,5969.0,4758.0,10786.0,73.0,40.0,11183.0,6701.0,,206.0,,6701.0,0.048,12000.0,17495.0,15250.0
229027,0.084961,0.026362,0.047007,0.046371,0.085596,0.180562,0.0,4.0,6.0,8.0,59.0,0.0,21.0,52.0,48.0,11.0,2.0,16.0,15.0,1.0,34734.0,87.0,93.0,33486.333333,21189.333333,43.0,78.0,18534.0,6237.0,5813.0,5520.0,2466.0,8403.0,81.0,51.0,11013.0,7274.0,,1092.0,,7274.0,0.05,14115.0,21208.0,17531.0
229337,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,8.0,29.0,0.0,54.0,87.0,13.0,2.0,3.0,43.0,0.0,,5378.0,,,,,,,19344.0,6665.0,,,,,,,,,,,,,0.01,11000.0,12500.0,12500.0
229522,,,,,,,1.0,4.0,0.0,10.0,62.0,0.0,23.0,85.0,15.0,,,46.0,33.0,,97.0,,,,,,68.0,,,4443.0,3912.0,,3912.0,69.0,69.0,13606.0,15165.0,13606.0,,26.0,15165.0,0.132,5126.0,9659.0,7207.0
229887,0.07874,0.0,0.0,0.070866,0.0,0.448819,0.0,0.0,0.0,91.0,2.0,0.0,5.0,53.0,47.0,,,28.0,26.0,1.0,665.0,,,19300.0,19300.0,28.0,34.0,12500.0,12500.0,4180.0,5767.0,7400.0,8121.0,74.0,68.0,8796.0,8101.0,8796.0,,57.0,8101.0,0.179,12000.0,24048.0,18265.0
230205,,,,,,,1.0,0.0,0.0,3.0,10.0,0.0,86.0,89.0,11.0,,,0.0,38.0,,71.0,,,,,,89.0,,,,5777.0,,5777.0,23.0,23.0,6702.0,3607.0,6702.0,,7.0,3607.0,,,,
230418,,,,,,,1.0,2.0,4.0,5.0,8.0,2.0,44.0,51.0,49.0,,,59.0,17.0,,2665.0,,,11172.0,11172.0,30.0,,3656.0,3656.0,2096.0,2524.0,1017.0,1461.0,70.0,14.0,9998.0,8763.0,9998.0,,26.0,8763.0,0.068,3500.0,,4377.0
230621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9286.0,26807.0,9500.0
