UNIQUE_IDENTIFICATION_NUMBER_OF_THE_INSTITUTION,"Percent of Bachelor Degrees Awarded in Science, Technology, Engineering, and Math",Percent of Bachelor Degrees Awarded in Arts and Humanities,Percent of Bachelor Degrees Awarded in Education,Percent of Bachelor Degrees Awarded in Social Sciences,Percent of Bachelor Degrees Awarded in Health Sciences,Percent of Bachelor Degrees Awarded in Business,Percent of American Indian or Alaska Native Undergraduates,Percent of Two or More Races Undergraduates,Percent of Asian Undergraduates,Percent of Black or African American Undergraduates,Percent of Latino Undergraduates,Percent of Native Hawaiian or Other Pacific Islander Undergraduates,Percent of White Undergraduates,Percent of Women Undergraduates,Percent of Men Undergraduates,Percent of Nonresident Undergraduates,Percent of Undergraduates Race-Ethnicity Unknown,Percent of Undergraduates Age 25 to 64,"Percent of Full-time, First-time Degree-Seeking Undergraduates","Percent of First-Time, Full-Time International Undergraduates",Total Enrollment,Total Percent of Men Admitted,Total Percent of Women Admitted,Average Cost of Attendance Out-of-State,Average Cost of Attendance In-State,"Percent Full-time, First-time, Pell Grant Recipients Receiving an Award - 6 Years","First-Time, Full-Time Retention Rate","Out-of-State Average Tuition for First-Time, Full-Time Undergraduates","Average In-State Tuition for First-Time, Full-Time Undergraduates","Average Amount of Loans Awarded to First-Time, Full-Time Undergraduates","Average Amount of Federal Grant Aid Awarded to First-Time, Full-Time Undergraduates","Average Amount of Institutional Grant Aid Awarded to First-Time, Full-Time Undergraduates","Average Amount of Federal, State, Local, or Institutional Grant Aid Awarded","Percent of First-Time, Full-Time Undergraduates Awarded Federal, State, Local or Institutional Grant Aid","Percent of First-Time, Full-Time Undergraduates Awarded Pell Grants","Average Net Price After Grants, 2020-21","Average Net Price for Low-Income Students, 2020-21","Average Net Price After Grants- Students Awarded a Grant or Scholarship, 2020-21","Number Awarded a Grant or Scholarship - Low-Income Students In-State, 2020-21","Number Awarded a Grant or Scholarship - Low-Income Students, 2020-21","Average Net Price After Grants - Low-Income Students Awarded Financial Aid, 2020-21",Cohort Default Rate,Median Debt for Dependent Students,Median Debt of Completers,Median Debt for Independent Students
230782,0.059259,0.02,0.057778,0.020741,0.325185,0.162222,0.0,4.0,2.0,1.0,12.0,1.0,75.0,56.0,44.0,5.0,30.0,19.0,8.0,1.0,29774.0,,,28232.0,17816.0,29.0,65.0,15745.0,5329.0,5138.0,4836.0,3207.0,4916.0,80.0,30.0,10493.0,8214.0,,326.0,,8214.0,0.041,7000.0,15500.0,12000.0
230816,0.035971,0.014388,0.007194,0.100719,0.0,0.007194,1.0,4.0,2.0,3.0,11.0,0.0,59.0,64.0,36.0,2.0,12.0,5.0,31.0,,884.0,53.0,74.0,74911.333333,74911.333333,86.0,84.0,58848.0,58848.0,7386.0,6532.0,41659.0,43739.0,99.0,30.0,35569.0,22117.0,35569.0,,22.0,22117.0,0.02,,26000.0,
230834,0.044077,0.0,0.013774,0.035813,0.203857,0.173554,0.0,2.0,2.0,5.0,3.0,0.0,80.0,56.0,44.0,1.0,2.0,11.0,22.0,4.0,2369.0,85.0,89.0,40718.0,23750.0,50.0,67.0,28800.0,11832.0,8496.0,5188.0,10499.0,13124.0,98.0,40.0,17970.0,12342.0,,28.0,,12342.0,0.057,15000.0,25000.0,20750.0
232016,0.0,0.0,0.0,0.0,0.0,1.0,1.0,16.0,2.0,54.0,5.0,0.0,21.0,73.0,27.0,,,73.0,12.0,,113.0,,,30932.0,30932.0,55.0,,16500.0,16500.0,5732.0,5459.0,,5459.0,100.0,100.0,25618.0,25117.0,25618.0,,5.0,25117.0,0.105,8750.0,14581.0,9500.0
232450,,,,,,,0.0,5.0,4.0,20.0,11.0,0.0,56.0,59.0,41.0,,,22.0,8.0,0.0,8558.0,,,21043.0,15040.0,24.0,66.0,9948.0,4650.0,5671.0,4830.0,1700.0,5410.0,50.0,37.0,6276.0,4592.0,,138.0,,4592.0,0.088,5500.0,9697.0,8188.0
232706,0.135472,0.017825,0.02139,0.073084,0.270945,0.171123,0.0,5.0,6.0,14.0,31.0,0.0,30.0,57.0,43.0,8.0,5.0,15.0,15.0,8.0,3555.0,83.0,84.0,50558.0,50558.0,50.0,79.0,34400.0,34400.0,7530.0,5604.0,19440.0,22448.0,97.0,29.0,26717.0,25455.0,26717.0,,44.0,25455.0,0.033,19500.0,25000.0,20833.0
231624,0.136451,0.0,0.003203,0.224215,0.0,0.113389,0.0,6.0,10.0,6.0,9.0,0.0,59.0,58.0,42.0,9.0,3.0,1.0,26.0,4.0,9517.0,42.0,33.0,59440.666667,36214.666667,92.0,93.0,40089.0,17434.0,9912.0,5334.0,18447.0,21700.0,44.0,11.0,18399.0,3579.0,,70.0,,3579.0,0.007,16500.0,19022.0,12500.0
232982,0.076297,0.0,0.055951,0.086979,0.168871,0.153357,0.0,6.0,5.0,32.0,10.0,0.0,43.0,56.0,44.0,9.0,1.0,26.0,15.0,1.0,23494.0,95.0,97.0,43918.666667,23758.666667,47.0,72.0,26664.0,7029.0,6911.0,5158.0,4386.0,7702.0,91.0,42.0,17254.0,13765.0,,599.0,,13765.0,0.059,15498.0,24697.0,18750.0
233037,,,,,,,0.0,5.0,1.0,33.0,4.0,0.0,52.0,64.0,36.0,,,20.0,9.0,0.0,1239.0,,,20894.0,14891.0,25.0,43.0,9918.0,4620.0,4747.0,4862.0,1064.0,5691.0,54.0,43.0,4822.0,3708.0,,19.0,,3708.0,0.169,5250.0,6700.0,6000.0
233480,,,,,,,0.0,9.0,3.0,12.0,3.0,0.0,73.0,79.0,21.0,,,45.0,0.0,,33.0,,,,,,,,,,,,,,,,,,,,,0.0,,,
233666,,,,,,,0.0,0.0,5.0,9.0,5.0,0.0,82.0,98.0,2.0,,,40.0,64.0,0.0,44.0,,,,,,100.0,,,6291.0,4617.0,1000.0,2986.0,68.0,37.0,13010.0,12273.0,13010.0,,11.0,12273.0,0.066,,,
233903,,,,,,,0.0,3.0,1.0,2.0,3.0,0.0,90.0,63.0,37.0,,,29.0,13.0,0.0,2451.0,,,18773.0,12770.0,34.0,49.0,9918.0,4620.0,2681.0,4820.0,1230.0,5168.0,76.0,62.0,6621.0,6116.0,,97.0,,6116.0,,,,
234155,0.076677,0.035144,0.070288,0.038339,0.0,0.167732,0.0,0.0,0.0,93.0,0.0,0.0,3.0,60.0,40.0,3.0,5.0,9.0,23.0,0.0,4300.0,96.0,96.0,33190.666667,21435.666667,36.0,76.0,16542.0,5540.0,7404.0,7872.0,3639.0,11499.0,92.0,67.0,16770.0,13521.0,,236.0,,13521.0,0.13,15250.0,27000.0,18750.0
235158,,,,,,,1.0,5.0,8.0,5.0,24.0,2.0,54.0,78.0,22.0,,,49.0,12.0,,92.0,,,,,,86.0,,,7534.0,4403.0,,4403.0,32.0,32.0,20508.0,24915.0,20508.0,,1.0,24915.0,0.035,5500.0,7917.0,7917.0
235167,0.0,0.799114,0.0,0.0,0.0,0.0,5.0,6.0,3.0,5.0,12.0,1.0,61.0,61.0,39.0,0.0,4.0,42.0,12.0,0.0,2116.0,99.0,100.0,43698.0,23055.0,43.0,67.0,28032.0,7389.0,5145.0,5097.0,5093.0,9659.0,84.0,38.0,16155.0,18968.0,,54.0,,18968.0,0.065,11725.0,19089.0,17872.0
235237,0.0,0.0,0.326733,0.0,0.445545,0.049505,1.0,12.0,8.0,9.0,17.0,2.0,49.0,64.0,36.0,,,34.0,12.0,0.0,7363.0,,,16668.0,16206.0,33.0,,4716.0,3825.0,5574.0,4388.0,944.0,6255.0,36.0,25.0,7370.0,4608.0,,116.0,,4608.0,0.095,5500.0,13296.0,9500.0
235422,0.0375,0.0,0.15625,0.0,0.1125,0.125,8.0,2.0,1.0,1.0,75.0,0.0,10.0,75.0,25.0,0.0,6.0,32.0,10.0,,898.0,,,28655.5,28655.5,34.0,72.0,18360.0,18360.0,2761.0,5646.0,5769.0,16798.0,100.0,78.0,7976.0,6291.0,7976.0,,22.0,6291.0,0.05,9500.0,15897.0,15750.0
235547,0.0,0.0,0.0,0.0,0.272727,0.0,1.0,4.0,9.0,1.0,11.0,1.0,69.0,83.0,17.0,3.0,5.0,70.0,0.0,,751.0,,,,,,,27570.0,27570.0,,,,,,,,,,,,,0.016,15416.0,15000.0,12500.0
235699,0.135484,0.0,0.070968,0.0,0.529032,0.064516,0.0,6.0,9.0,3.0,11.0,0.0,40.0,59.0,41.0,,,56.0,4.0,0.0,3240.0,,,20271.0,14734.0,39.0,,8105.0,3029.0,5760.0,2608.0,1807.0,4547.0,40.0,21.0,10854.0,6696.0,,22.0,,6696.0,0.085,7498.0,15000.0,11763.0
236328,0.122622,0.0,0.008457,0.196617,0.0,0.103594,0.0,9.0,8.0,3.0,12.0,1.0,65.0,57.0,43.0,0.0,5.0,2.0,22.0,0.0,2173.0,84.0,93.0,68484.0,68484.0,65.0,88.0,55390.0,55390.0,6898.0,5785.0,28946.0,31818.0,99.0,18.0,28221.0,9749.0,28221.0,,26.0,9749.0,0.021,18548.0,25962.0,27500.0
236382,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,11.0,10.0,10.0,1.0,22.0,34.0,66.0,,,67.0,4.0,0.0,3097.0,,,16233.5,15773.5,55.0,,4241.0,3781.0,,4703.0,1300.0,7793.0,73.0,51.0,6875.0,5228.0,,33.0,,5228.0,0.104,5350.0,7807.0,7830.0
236887,0.0,0.0,0.0,0.0,0.0,0.315789,1.0,6.0,1.0,5.0,24.0,1.0,54.0,51.0,49.0,,,49.0,6.0,0.0,3084.0,,,16504.0,15004.0,44.0,,6350.0,4850.0,5323.0,3864.0,1331.0,5655.0,70.0,35.0,9301.0,5920.0,,19.0,,5920.0,0.122,6389.0,12877.0,11802.0
236896,0.167173,0.030395,0.030395,0.00304,0.24924,0.130699,0.0,11.0,4.0,3.0,20.0,0.0,51.0,49.0,51.0,4.0,1.0,6.0,20.0,5.0,1584.0,,,39085.0,39085.0,54.0,77.0,29487.0,29487.0,7070.0,6197.0,13929.0,16912.0,100.0,29.0,25421.0,18684.0,25421.0,,32.0,18684.0,0.029,18251.0,26746.0,25000.0
236939,0.111307,0.019756,0.030517,0.122229,0.062159,0.184388,1.0,7.0,7.0,3.0,16.0,1.0,61.0,54.0,46.0,15.0,3.0,15.0,16.0,1.0,29843.0,84.0,87.0,40133.666667,24817.666667,50.0,81.0,25773.0,10457.0,6487.0,4896.0,5752.0,9993.0,86.0,26.0,11877.0,2325.0,,409.0,,2325.0,0.033,14000.0,20000.0,16816.0
237330,0.083832,0.173653,0.10479,0.107784,0.023952,0.194611,0.0,4.0,1.0,9.0,1.0,0.0,78.0,58.0,42.0,0.0,1.0,11.0,28.0,4.0,1749.0,95.0,96.0,28780.0,19030.0,29.0,57.0,17880.0,8130.0,7464.0,4296.0,4994.0,10186.0,99.0,55.0,8785.0,6959.0,,104.0,,6959.0,0.113,10330.0,18557.0,14346.0
237367,0.124606,0.056782,0.048896,0.069401,0.12776,0.148265,0.0,3.0,0.0,4.0,1.0,0.0,89.0,59.0,41.0,2.0,1.0,16.0,19.0,1.0,3562.0,99.0,99.0,26998.0,17740.0,38.0,61.0,14992.0,5946.0,6285.0,4978.0,2384.0,6593.0,94.0,41.0,11277.0,8697.0,,155.0,,8697.0,0.099,11750.0,21250.0,16020.0
237385,0.034483,0.068966,0.091954,0.0,0.0,0.304598,1.0,0.0,1.0,12.0,2.0,0.0,79.0,46.0,54.0,,,18.0,20.0,,1557.0,,,22433.333333,20805.333333,35.0,68.0,9514.0,7886.0,5975.0,4902.0,4373.0,9112.0,96.0,59.0,16129.0,12398.0,,95.0,,12398.0,0.191,12000.0,24000.0,9500.0
237437,,,,,,,1.0,5.0,0.0,11.0,0.0,0.0,82.0,82.0,18.0,,,85.0,8.0,,151.0,,,14688.0,14688.0,22.0,42.0,10050.0,10050.0,5111.0,6180.0,,7096.0,79.0,71.0,9235.0,9889.0,9235.0,,15.0,9889.0,0.137,7771.0,21530.0,16094.0
237701,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,6.0,3.0,0.0,81.0,53.0,47.0,,,10.0,32.0,2.0,1174.0,,,21322.0,14170.0,19.0,53.0,11784.0,4632.0,5660.0,4956.0,2176.0,6370.0,88.0,49.0,8063.0,6197.0,,98.0,,6197.0,0.065,15000.0,22786.0,14774.0
237729,,,,,,,0.0,1.0,0.0,8.0,0.0,0.0,91.0,72.0,28.0,,,37.0,24.0,,140.0,,,,,,83.0,,,,5323.0,1939.0,4590.0,79.0,41.0,6942.0,6132.0,,8.0,,6132.0,,,,
238263,,,,,,,0.0,5.0,5.0,7.0,13.0,0.0,64.0,57.0,43.0,6.0,6.0,34.0,5.0,0.0,12152.0,,,19661.0,17492.0,33.0,,6399.0,4230.0,5598.0,4742.0,1771.0,5233.0,35.0,22.0,9234.0,7390.0,,85.0,,7390.0,0.065,5500.0,14000.0,11919.0
238759,,,,,,,0.0,7.0,1.0,8.0,21.0,0.0,61.0,52.0,48.0,,,24.0,4.0,0.0,9311.0,,,16425.0,14310.0,29.0,67.0,6345.0,4230.0,4013.0,4960.0,713.0,5231.0,58.0,44.0,7378.0,7366.0,,107.0,,7366.0,0.126,5500.0,12250.0,9500.0
239309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,5.0,17.0,0.0,66.0,75.0,25.0,,,4.0,25.0,,898.0,71.0,68.0,48406.666667,48406.666667,52.0,74.0,38050.0,38050.0,8203.0,2963.0,21097.0,24879.0,100.0,45.0,25270.0,23724.0,25270.0,,57.0,23724.0,0.074,18994.0,27000.0,25000.0
239488,,,,,,,2.0,2.0,3.0,3.0,10.0,0.0,78.0,59.0,41.0,,,29.0,7.0,0.0,10088.0,,,17245.0,15130.0,42.0,72.0,6345.0,4230.0,5486.0,3837.0,1244.0,4600.0,50.0,28.0,10194.0,7455.0,,85.0,,7455.0,0.114,5956.0,11250.0,10256.0
240329,0.137678,0.024498,0.074473,0.076433,0.097501,0.215581,0.0,3.0,2.0,1.0,4.0,0.0,89.0,58.0,42.0,3.0,1.0,2.0,24.0,0.0,10337.0,68.0,78.0,24675.333333,15856.333333,63.0,84.0,16404.0,7585.0,6999.0,3065.0,2443.0,3135.0,61.0,15.0,12904.0,7924.0,,65.0,,7924.0,0.015,17687.0,22297.0,18502.0
240444,0.130177,0.0,0.022191,0.111986,0.058315,0.151593,0.0,4.0,9.0,2.0,7.0,0.0,65.0,53.0,47.0,24.0,2.0,4.0,24.0,10.0,47016.0,56.0,64.0,51123.333333,23235.333333,79.0,95.0,37161.0,9273.0,8800.0,4642.0,12734.0,10932.0,54.0,17.0,13484.0,3753.0,,253.0,,3753.0,0.009,18500.0,20500.0,14399.0
240462,0.342514,0.004237,0.050847,0.009887,0.0,0.141243,0.0,2.0,1.0,2.0,5.0,0.0,89.0,37.0,63.0,7.0,1.0,9.0,20.0,0.0,6773.0,88.0,87.0,27226.333333,18587.333333,50.0,76.0,15057.0,6418.0,6679.0,4275.0,1778.0,3693.0,84.0,23.0,14840.0,8569.0,,88.0,,8569.0,0.054,16000.0,21986.0,12480.0
240620,,,,,,,1.0,4.0,1.0,2.0,14.0,0.0,57.0,61.0,39.0,,,26.0,13.0,2.0,3883.0,,,19302.0,13002.0,27.0,,9450.0,3150.0,4483.0,5225.0,2404.0,6309.0,86.0,33.0,6706.0,4098.0,,67.0,,4098.0,0.139,5500.0,10500.0,9500.0
240985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,
241146,,,,,,,0.0,0.0,0.0,0.0,100.0,0.0,0.0,78.0,22.0,,,47.0,48.0,,215.0,,,10203.5,10203.5,,32.0,5088.0,5088.0,,2879.0,,2879.0,97.0,97.0,7773.0,7773.0,7773.0,,189.0,7773.0,,,,
241331,0.0,0.0,0.0,0.0,0.269231,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,89.0,11.0,0.0,6.0,19.0,16.0,,2380.0,83.0,95.0,23581.0,23581.0,,80.0,5775.0,5775.0,2804.0,6965.0,,7038.0,98.0,89.0,12207.0,11452.0,12207.0,,85.0,11452.0,0.057,6417.0,5500.0,5050.0
241386,0.0,0.0,0.02381,0.0,0.333333,0.238095,0.0,0.0,0.0,0.0,100.0,0.0,0.0,78.0,22.0,0.0,0.0,60.0,9.0,,143.0,,,11511.5,11511.5,26.0,100.0,4656.0,4656.0,3155.0,7193.0,367.0,7560.0,100.0,100.0,2282.0,2649.0,2282.0,,9.0,2649.0,0.212,5500.0,10750.0,10000.0
241906,,,,,,,0.0,0.0,0.0,0.0,100.0,0.0,0.0,71.0,29.0,,,8.0,27.0,,200.0,,,,,,77.0,,,,6031.0,,6031.0,96.0,91.0,2864.0,2899.0,2864.0,,21.0,2899.0,,,,
242121,0.0,0.0,0.0,0.0,0.481481,0.518519,0.0,0.0,0.0,0.0,100.0,0.0,0.0,65.0,35.0,,,50.0,22.0,,282.0,,,10914.0,10914.0,44.0,64.0,5292.0,5292.0,,8167.0,,8302.0,100.0,100.0,2963.0,2910.0,2963.0,,48.0,2910.0,,,,
242617,0.318284,0.0,0.081264,0.020316,0.148984,0.133183,0.0,0.0,0.0,0.0,100.0,0.0,0.0,56.0,44.0,0.0,0.0,10.0,18.0,,3299.0,59.0,52.0,18937.0,18937.0,39.0,75.0,4560.0,4560.0,4578.0,6856.0,632.0,7066.0,94.0,86.0,9814.0,9203.0,9814.0,,341.0,9203.0,0.038,6250.0,8250.0,7175.0
242653,0.219868,0.003974,0.037086,0.02649,0.201325,0.180132,0.0,0.0,0.0,0.0,98.0,0.0,1.0,58.0,42.0,0.0,0.0,30.0,11.0,,5774.0,66.0,65.0,18596.0,18596.0,31.0,69.0,4560.0,4560.0,5251.0,4901.0,876.0,5586.0,98.0,80.0,12828.0,12086.0,12828.0,,252.0,12086.0,0.03,,,
243346,0.04602,0.0,0.060945,0.001244,0.199005,0.284826,0.0,0.0,0.0,0.0,100.0,0.0,0.0,64.0,36.0,0.0,0.0,29.0,13.0,0.0,6604.0,,,16320.0,16320.0,36.0,72.0,4920.0,4920.0,3950.0,6220.0,2274.0,6312.0,92.0,92.0,6684.0,3366.0,6684.0,,413.0,3366.0,0.07,7229.0,13000.0,13889.0
243577,0.776413,0.0,0.0,0.0,0.0,0.071253,0.0,0.0,0.0,0.0,99.0,0.0,0.0,26.0,74.0,0.0,1.0,23.0,13.0,0.0,4252.0,,,25715.0,25715.0,20.0,75.0,7740.0,7740.0,3742.0,5355.0,478.0,4706.0,88.0,72.0,16064.0,14627.0,16064.0,,239.0,14627.0,0.089,10829.0,22563.0,14501.0
243799,,,,,,,0.0,0.0,2.0,50.0,0.0,0.0,48.0,91.0,9.0,,,71.0,11.0,,56.0,100.0,50.0,,,,0.0,,,9500.0,,,,0.0,0.0,,,,0.0,,,0.031,,8929.0,
245625,,,,,,,0.0,0.0,1.0,4.0,7.0,0.0,20.0,57.0,43.0,,,10.0,4.0,,3230.0,,,13990.0,13390.0,46.0,62.0,5700.0,5100.0,4345.0,5093.0,,6103.0,54.0,40.0,3857.0,2352.0,,35.0,,2352.0,0.046,5877.0,10500.0,6000.0
245652,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,9.0,0.0,65.0,49.0,51.0,5.0,19.0,8.0,32.0,,449.0,61.0,64.0,46795.333333,46795.333333,50.0,72.0,35000.0,35000.0,5243.0,7856.0,19364.0,21782.0,81.0,25.0,25628.0,36521.0,25628.0,,9.0,36521.0,0.049,13721.0,27000.0,23256.0
245847,0.0,0.769231,0.0,0.0,0.0,0.025641,0.0,2.0,0.0,2.0,31.0,2.0,38.0,73.0,27.0,2.0,13.0,57.0,0.0,,249.0,,,,,,,17820.0,17820.0,,,,,,,,,,,,,0.04,15000.0,24963.0,16849.0
245883,0.0,0.791667,0.0,0.0,0.208333,0.0,1.0,4.0,1.0,3.0,7.0,0.0,45.0,80.0,20.0,2.0,12.0,85.0,0.0,,779.0,,,,,0.0,,21600.0,21600.0,,,,,,,,,,,,,0.04,15000.0,24963.0,16849.0
246460,,,,,,,0.0,0.0,9.0,26.0,32.0,0.0,33.0,90.0,10.0,,,52.0,53.0,,156.0,,,,,,22.0,,,,2592.0,,2592.0,76.0,76.0,10990.0,11360.0,10990.0,,88.0,11360.0,,,,
247047,,,,,,,1.0,0.0,3.0,1.0,35.0,1.0,57.0,100.0,0.0,,,45.0,49.0,,91.0,,,,,,60.0,,,6524.0,4457.0,250.0,4468.0,47.0,44.0,14216.0,17080.0,14216.0,,9.0,17080.0,0.02,6900.0,9045.0,11567.0
247737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247834,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,12.0,12.0,22.0,0.0,45.0,56.0,44.0,,,20.0,10.0,0.0,33686.0,,,20130.666667,18120.666667,22.0,,5040.0,3030.0,3545.0,3695.0,1931.0,4022.0,56.0,30.0,7498.0,6189.0,,489.0,,6189.0,0.133,3500.0,7560.0,5078.0
248606,,,,,,,2.0,10.0,2.0,3.0,12.0,0.0,42.0,35.0,65.0,,,4.0,6.0,,1527.0,,,,,,87.0,,,,7024.0,1509.0,5701.0,53.0,36.0,9709.0,13572.0,,1.0,,13572.0,,,,
250902,,,,,,,0.0,0.0,54.0,21.0,2.0,0.0,23.0,88.0,12.0,,,36.0,44.0,,82.0,,,,,,61.0,,,2939.0,3683.0,850.0,3721.0,85.0,85.0,14902.0,14293.0,14902.0,,39.0,14293.0,0.156,,6333.0,
250993,,,,,,,3.0,10.0,1.0,2.0,11.0,0.0,70.0,47.0,53.0,,,6.0,4.0,,493.0,,,,,,68.0,,,,6045.0,2625.0,6611.0,100.0,74.0,,,,,,,,,,
260363,,,,,,,0.0,0.0,0.0,5.0,0.0,0.0,95.0,89.0,11.0,,,47.0,63.0,,19.0,100.0,100.0,,,,100.0,,,9625.0,6128.0,,6128.0,100.0,100.0,13761.0,13761.0,,1.0,,13761.0,0.157,,,
260929,,,,,,,0.0,8.0,1.0,1.0,12.0,0.0,44.0,89.0,11.0,,,38.0,13.0,0.0,202.0,,,,,,75.0,,,7289.0,4020.0,850.0,3981.0,80.0,67.0,17379.0,18646.0,17379.0,,36.0,18646.0,0.043,6333.0,9500.0,9500.0
260992,,,,,,,0.0,0.0,2.0,58.0,25.0,1.0,15.0,95.0,5.0,,,74.0,5.0,,474.0,,,29257.0,29257.0,26.0,,18280.0,18280.0,10864.0,6466.0,1518.0,9334.0,98.0,98.0,18488.0,18804.0,18488.0,,38.0,18804.0,0.125,9500.0,16917.0,12667.0
363907,0.5,0.0,0.148649,0.0,0.148649,0.054054,0.0,0.0,0.0,0.0,100.0,0.0,0.0,36.0,64.0,0.0,0.0,51.0,9.0,,480.0,,,11511.5,11511.5,17.0,88.0,4657.0,4657.0,188.0,4458.0,240.0,4665.0,100.0,76.0,4671.0,4671.0,4671.0,,29.0,4671.0,0.212,5500.0,10750.0,10000.0
364575,,,,,,,0.0,0.0,0.0,3.0,0.0,0.0,97.0,97.0,3.0,,,37.0,40.0,,30.0,,,,,,100.0,,,,6095.0,1000.0,6357.0,73.0,64.0,4499.0,4174.0,,5.0,,4174.0,,,,
364627,,,,,,,10.0,15.0,0.0,1.0,1.0,0.0,72.0,49.0,51.0,,,5.0,9.0,,392.0,,,,,,38.0,,,,6550.0,590.0,7056.0,88.0,63.0,8337.0,8289.0,,5.0,,8289.0,,,,
365198,,,,,,,9.0,14.0,1.0,4.0,10.0,0.0,60.0,45.0,55.0,,,11.0,5.0,0.0,633.0,,,,,,75.0,,,,4097.0,750.0,4910.0,60.0,60.0,1378.0,3988.0,,3.0,,3988.0,,,,
365213,,,,,,,2.0,6.0,0.0,1.0,20.0,1.0,63.0,57.0,43.0,,,17.0,9.0,,727.0,79.0,60.0,,,,43.0,,,,2349.0,1659.0,2960.0,100.0,30.0,,,,,,,,,,
365824,,,,,,,0.0,2.0,1.0,34.0,10.0,1.0,47.0,97.0,3.0,,,43.0,53.0,,122.0,,,,,,72.0,,,10746.0,5425.0,257.0,5514.0,69.0,58.0,18810.0,18440.0,18810.0,,51.0,18440.0,0.199,5500.0,9500.0,9500.0
363916,0.0,0.0,0.095238,0.0,0.238095,0.333333,0.0,0.0,0.0,0.0,100.0,0.0,0.0,75.0,25.0,0.0,0.0,48.0,8.0,,134.0,,,11511.5,11511.5,17.0,83.0,4656.0,4656.0,3811.0,6405.0,363.0,6768.0,79.0,71.0,2285.0,2285.0,2285.0,,11.0,2285.0,0.212,5500.0,10750.0,10000.0
366571,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,76.0,24.0,,,33.0,0.0,,21.0,,,,,,,4125.0,4125.0,,,,,,,,,,,,,0.0,,,
367051,,,,,,,0.0,0.0,0.0,36.0,27.0,0.0,37.0,97.0,3.0,,,38.0,26.0,,78.0,,,,,,90.0,,,5366.0,4268.0,500.0,4512.0,100.0,100.0,8575.0,7879.0,8575.0,,24.0,7879.0,0.181,6822.0,8561.0,9500.0
367158,,,,,,,0.0,2.0,0.0,30.0,15.0,0.0,30.0,91.0,9.0,,,46.0,35.0,,46.0,,,,,,64.0,,,10611.0,6094.0,232.0,6195.0,60.0,60.0,17418.0,17925.0,17418.0,,30.0,17925.0,0.194,5500.0,9500.0,9500.0
367361,,,,,,,0.0,0.0,3.0,39.0,44.0,0.0,14.0,35.0,65.0,,,71.0,23.0,,79.0,,,17195.0,17195.0,33.0,35.0,10200.0,10200.0,6847.0,6470.0,,6470.0,88.0,88.0,11976.0,13495.0,11976.0,,11.0,13495.0,0.025,,4248.0,
368036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.119,,,
368230,,,,,,,1.0,1.0,0.0,53.0,15.0,0.0,2.0,97.0,3.0,,,48.0,43.0,0.0,86.0,,,,,,59.0,,,8678.0,5221.0,917.0,5142.0,68.0,65.0,16522.0,16282.0,16522.0,,37.0,16282.0,0.137,8069.0,13000.0,9500.0
369455,,,,,,,0.0,3.0,1.0,17.0,16.0,0.0,63.0,75.0,25.0,,,72.0,9.0,,211.0,60.0,86.0,32525.0,32525.0,,89.0,22950.0,22950.0,9555.0,5448.0,,5448.0,79.0,79.0,23152.0,23005.0,23152.0,,10.0,23005.0,0.053,9111.0,14408.0,15333.0
369783,,,,,,,2.0,3.0,1.0,26.0,65.0,0.0,2.0,94.0,6.0,,,33.0,77.0,,333.0,,,,,,100.0,,,5611.0,5761.0,,5761.0,69.0,66.0,18055.0,17827.0,18055.0,,207.0,17827.0,0.107,5500.0,8182.0,8196.0
371034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371964,,,,,,,2.0,4.0,8.0,9.0,37.0,2.0,33.0,30.0,70.0,,,54.0,9.0,,512.0,,,,,,,,,6759.0,4422.0,,4763.0,66.0,66.0,24168.0,23797.0,24168.0,,31.0,23797.0,0.105,5133.0,8152.0,8832.0
374574,,,,,,,0.0,3.0,1.0,39.0,10.0,0.0,13.0,83.0,17.0,,,45.0,18.0,0.0,746.0,,,,,,70.0,,,7394.0,4148.0,732.0,4405.0,96.0,78.0,37565.0,37190.0,37565.0,,106.0,37190.0,0.066,6583.0,10846.0,10758.0
374592,,,,,,,0.0,0.0,0.0,50.0,20.0,0.0,30.0,84.0,16.0,,,36.0,93.0,,74.0,,,,,,22.0,,,7237.0,3322.0,,2804.0,100.0,45.0,25581.0,21443.0,,18.0,,21443.0,0.09,,,
376288,,,,,,,0.0,0.0,0.0,0.0,100.0,0.0,0.0,84.0,16.0,,,55.0,32.0,0.0,100.0,,,,,,66.0,,,,4194.0,,4194.0,96.0,96.0,6796.0,6796.0,6796.0,,13.0,6796.0,,,,
